2.738003944773175391e+01,7.775483234714004155e+00,4.804398422090729426e+00
2.751560157790926908e+01,7.889013806706114629e+00,4.903491124260354717e+00
2.755345167652859928e+01,7.895581854043392411e+00,4.900591715976331031e+00
2.776988165680473486e+01,7.988027613412229222e+00,4.969033530571992152e+00
2.811928994082840205e+01,8.017751479289941585e+00,4.962465483234714370e+00
2.814499013806706174e+01,8.060867850098619058e+00,4.932051282051282293e+00
2.806678500986193470e+01,8.092879684418145203e+00,4.766291913214990572e+00
2.807921104536489310e+01,8.076213017751479484e+00,4.673865877712031214e+00
2.809925049309664757e+01,8.065364891518736812e+00,4.611715976331360878e+00
2.815577909270216850e+01,8.047613412228797003e+00,4.578441814595660908e+00
2.815195266272189301e+01,8.060670611439842759e+00,4.577810650887573551e+00
2.825065088757396481e+01,8.087258382642998455e+00,4.591321499013806928e+00
2.822980276134122235e+01,8.066982248520709220e+00,4.604654832347139681e+00
2.816694280078895574e+01,8.073116370808678610e+00,4.543057199211045116e+00
2.828771203155818625e+01,8.066528599605522487e+00,4.563727810650887839e+00
2.830767258382643092e+01,8.074575936883629623e+00,4.583846153846153904e+00
2.830171597633136216e+01,8.081479289940828536e+00,4.542248520710058912e+00
2.810339250493096586e+01,8.085700197238658404e+00,4.595936883629191172e+00
2.795108481262327516e+01,8.102741617357002823e+00,4.627889546351084959e+00
2.778116370808678326e+01,8.135029585798816854e+00,4.635759368836291472e+00
2.774353057199211037e+01,8.154615384615384599e+00,4.621873767258382948e+00
2.771232741617356865e+01,8.181597633136094672e+00,4.630118343195266384e+00
2.770865877712031633e+01,8.164970414201183857e+00,4.666134122287968644e+00
2.742579881656804730e+01,8.217218934911242556e+00,4.670848126232741926e+00
2.717039447731755430e+01,8.271301775147929192e+00,4.674122287968441647e+00
2.706648915187376758e+01,8.267120315581854229e+00,4.701163708086784965e+00
2.697950690335305879e+01,8.277159763313608920e+00,4.730059171597632783e+00
2.745270216962524756e+01,8.194516765285996485e+00,4.742761341222879956e+00
2.776437869822485283e+01,8.138717948717948403e+00,4.740887573964497115e+00
2.792461538461538595e+01,8.082721893491124021e+00,4.723727810650887982e+00
2.810100591715976392e+01,8.040729783037475542e+00,4.712761341222879707e+00
2.817161735700197411e+01,8.030927021696252055e+00,4.700236686390532270e+00
2.810865877712031491e+01,8.018027613412229471e+00,4.673747534516765612e+00
2.806149901380670642e+01,8.026883629191321035e+00,4.686055226824457520e+00
2.812230769230769312e+01,8.092011834319526642e+00,4.668500986193294011e+00
2.805063116370808629e+01,8.073747534516765967e+00,4.653648915187377000e+00
2.808755424063116379e+01,8.078047337278105644e+00,4.680710059171597770e+00
2.784765285996055084e+01,8.114556213017751318e+00,4.629408284023668330e+00
2.763392504930966354e+01,8.152110453648914401e+00,4.621400394477317874e+00
2.741589743589743478e+01,8.135877712031557962e+00,4.641301775147929298e+00
2.730400394477317505e+01,8.180887573964497506e+00,4.625542406311637045e+00
2.722100591715976492e+01,8.193589743589743790e+00,4.620098619329388256e+00
2.722355029585798647e+01,8.221854043392504252e+00,4.618047337278106568e+00
2.755986193293885478e+01,8.178934911242603079e+00,4.654319526627219261e+00
2.788287968441814613e+01,8.132189349112426413e+00,4.673313609467455443e+00
2.812775147928994102e+01,8.057652859960551694e+00,4.649940828402367110e+00
2.829481262327416147e+01,8.074122287968441114e+00,4.671499013806705847e+00
2.830840236686390554e+01,8.054477317554241012e+00,4.686469428007889348e+00
2.832850098619329415e+01,8.062741617357001900e+00,4.723609467455621491e+00
2.839199211045364990e+01,8.071617357001972692e+00,4.691282051282051668e+00
2.840218934911242599e+01,8.063905325443787575e+00,4.726489151873766836e+00
2.847173570019723954e+01,8.068284023668638838e+00,4.759644970414201204e+00
2.841104536489151755e+01,8.078954635108480886e+00,4.791005917159763428e+00
2.861195266272189386e+01,8.055700197238659044e+00,4.651005917159763747e+00
2.884901380670611459e+01,8.094556213017751745e+00,4.594063116370808331e+00
2.894424063116370860e+01,8.036134122287968751e+00,4.583944773175542053e+00
2.909386587771203025e+01,8.038007889546351592e+00,4.621301775147928836e+00
2.865566074950690378e+01,8.066114398422090659e+00,4.594378698224852009e+00
2.848873767258382728e+01,8.093727810650888088e+00,4.616429980276134160e+00
2.825337278106508876e+01,8.095542406311636796e+00,4.618284023668638660e+00
2.778471400394477442e+01,8.148856015779092132e+00,4.642958579881656611e+00
2.779822485207100513e+01,8.116074950690334688e+00,4.660315581854043820e+00
2.783112426035502907e+01,8.101656804733726958e+00,4.633530571992110048e+00
2.790790927021696177e+01,8.142623274161735480e+00,4.575009861932938904e+00
2.789599605522682424e+01,8.122879684418146340e+00,4.555641025641025799e+00
2.794134122287968580e+01,8.108382642998027023e+00,4.583372781065088830e+00
2.805771203155818583e+01,8.135325443786982191e+00,4.603017751479289821e+00
2.804378698224851973e+01,8.122919132149901245e+00,4.583471400394476980e+00
2.806688362919132018e+01,8.127001972386587170e+00,4.584260355029585732e+00
2.804917159763313705e+01,8.096607495069033433e+00,4.602031558185404769e+00
2.799840236686390682e+01,8.118441814595660944e+00,4.590631163708087215e+00
2.800278106508875808e+01,8.109743589743588998e+00,4.624142011834319277e+00
2.821974358974359021e+01,8.062228796844181034e+00,4.707297830374753467e+00
2.837479289940828409e+01,8.012623274161736475e+00,4.722327416173570214e+00
