9.765622700685985080e+01,1.697387855410464041e+01,2.295144839750974342e+01
9.803087057447856978e+01,1.718409376370298247e+01,2.316160662747458687e+01
9.802829162671898189e+01,1.718694770012857731e+01,2.316291220429428321e+01
9.812087857640101163e+01,1.726211374621271233e+01,2.321717167963572592e+01
9.844817206858365921e+01,1.750814684890239903e+01,2.315089445637713439e+01
9.851639650888263589e+01,1.763497360356543808e+01,2.291771893185483577e+01
9.860992981595578044e+01,1.778825377242334227e+01,2.250165364805910073e+01
9.889018042724815416e+01,1.785215271532727499e+01,2.243128132331482760e+01
9.900851969389549367e+01,1.783448407419243864e+01,2.228360002279185181e+01
9.918284268914140966e+01,1.781757103254528118e+01,2.218856542624481776e+01
9.925180786467585392e+01,1.782424260441517916e+01,2.217089926248535292e+01
9.921945086497561306e+01,1.780797615773944287e+01,2.216779015639670547e+01
9.916350925175831321e+01,1.781563372500637854e+01,2.221373555999831595e+01
9.909110300183573372e+01,1.782187671093736370e+01,2.225310600936943217e+01
9.907366475661025618e+01,1.785100816790659195e+01,2.233020193086636240e+01
9.911885703809956283e+01,1.788123710216448359e+01,2.237687816020195442e+01
9.911974641585717904e+01,1.790121465714363680e+01,2.238037621422360246e+01
9.916631364067652044e+01,1.790972444153765863e+01,2.232917629746341603e+01
9.919756573096198338e+01,1.794521036632949418e+01,2.229863769128434470e+01
9.923163459704251466e+01,1.795466650811464149e+01,2.229917280436414373e+01
9.930601531513453040e+01,1.799780256804730882e+01,2.229760214837991938e+01
9.932202659214721052e+01,1.799926174213990748e+01,2.231328888921920495e+01
9.945829957909391794e+01,1.798633975221291692e+01,2.233809732616876431e+01
9.969243137050882808e+01,1.797495868976571387e+01,2.236450862498234926e+01
9.977181143209638492e+01,1.793984684865466050e+01,2.234391420353620461e+01
9.989022502000480586e+01,1.794890661038069979e+01,2.239525037594171408e+01
9.998799463895970518e+01,1.794705353360435751e+01,2.240681724154162069e+01
9.994176185981524441e+01,1.800861383415953654e+01,2.239988306788256267e+01
9.991320515393171320e+01,1.806495678218668033e+01,2.244687887864081333e+01
9.989119615114962869e+01,1.808460980099243542e+01,2.246864014388595976e+01
9.994490812653442902e+01,1.809486365764654181e+01,2.250615999385610877e+01
9.979260652094744444e+01,1.811365454982373535e+01,2.247199946488692035e+01
9.958965249855693003e+01,1.802667885535348447e+01,2.232137999717579291e+01
9.926888689047275705e+01,1.794811632763784814e+01,2.214221125570725235e+01
9.906610380698272422e+01,1.786958105105127359e+01,2.201142565520385119e+01
9.898656519337153270e+01,1.787005670712220606e+01,2.197527827118837251e+01
9.901765625425798589e+01,1.790298350315741516e+01,2.195572682477276416e+01
9.898889144884343239e+01,1.791528367186667836e+01,2.203332813084505659e+01
9.895729500338161699e+01,1.792832953056214151e+01,2.207995481267326099e+01
9.895615293333631257e+01,1.793056907789611287e+01,2.216988106120851398e+01
9.899311785122370111e+01,1.794021102283396729e+01,2.219770198660730998e+01
9.903402427332386537e+01,1.795804564811855641e+01,2.219520479223491449e+01
9.897749056739327500e+01,1.798413488813411476e+01,2.213985031698017991e+01
9.894008467669013385e+01,1.802485055233083955e+01,2.204533596926072647e+01
9.886167326887202478e+01,1.800959239743046680e+01,2.201513428613190015e+01
9.882981422162104934e+01,1.802463006592295969e+01,2.196251731066039525e+01
9.881667670003690773e+01,1.804743678357401038e+01,2.194888431400237394e+01
9.882819897288017330e+01,1.803606810800365778e+01,2.204231109393464294e+01
9.890095701010521623e+01,1.805354103648430808e+01,2.214275627828853032e+01
9.893512001644977261e+01,1.804711720215135173e+01,2.217276472613853855e+01
9.896663223114903474e+01,1.805628596839364519e+01,2.224520070456555487e+01
9.901156934297527812e+01,1.806528131836007489e+01,2.226052079385016214e+01
9.906222671452955808e+01,1.807505704156788084e+01,2.228241088261452418e+01
9.911128865634591989e+01,1.804577694207648619e+01,2.231968547242309597e+01
9.920702930487324522e+01,1.809097170094115370e+01,2.234952298137261550e+01
9.926358530718215434e+01,1.810406710714400802e+01,2.239606295506288802e+01
9.927048727496141112e+01,1.810365586283268158e+01,2.236904965403453005e+01
9.926693967343237546e+01,1.812519168691920868e+01,2.237437848845419097e+01
9.924467054623649176e+01,1.814484718310033529e+01,2.240166182339781997e+01
9.924604301219116564e+01,1.817524457888334766e+01,2.247448922713320485e+01
9.923038599985630981e+01,1.811785370107493165e+01,2.243254478475324021e+01
9.929656412810012966e+01,1.816448533765387552e+01,2.246811741768301118e+01
9.938273467557530694e+01,1.819472418141324255e+01,2.243115993192172652e+01
9.948350687347796395e+01,1.821220949677073975e+01,2.236654750491139509e+01
9.949806888589952791e+01,1.818936809586451631e+01,2.235257758520313232e+01
9.929737175247056769e+01,1.815782119791008498e+01,2.220440080960626972e+01
9.894618645222504938e+01,1.805941241610987547e+01,2.209328061478547056e+01
9.859823412683665822e+01,1.799351670865818065e+01,2.194114499334824586e+01
9.830454623154045635e+01,1.796357514994314286e+01,2.184826819074799431e+01
9.824139297862272713e+01,1.796495009327318115e+01,2.186867928641679981e+01
9.824583986741086505e+01,1.799128707082568468e+01,2.187235075671430806e+01
9.825094821542265322e+01,1.801776525877424362e+01,2.186145773721488439e+01
9.822187373808692712e+01,1.803416300634455993e+01,2.182350930130582611e+01
9.817070850458190989e+01,1.805414056132370959e+01,2.179350580820655381e+01
9.812626686782954266e+01,1.810406462976863651e+01,2.171320664035694037e+01
9.815908218197313317e+01,1.813748194612699649e+01,2.167343237880060514e+01
9.814230539597129166e+01,1.813700381268069250e+01,2.164341897619985389e+01
9.836017074071045840e+01,1.804778609350110230e+01,2.177648376204314218e+01
9.852347932506386030e+01,1.793720596651083810e+01,2.185760789589077646e+01
