Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB)
37832.46599947521,0.09727090300470786,12.84579877506767
40552.45727525114,0.07468979776924657,12.38232149723671
43468.00420263064,0.07873828487198643,11.89290144154534
46593.16639026559,0.03155598544086421,11.40357733536477
49943.01427208372,0.0566640404778115,10.86927938215999
53533.70178126966,-0.003377104502219402,10.36004203031356
57382.54424919294,0.005780383115303456,9.847390670178182
61508.10190493222,0.005419700016983689,9.284186541479913
65930.26937805624,-0.02893684606124249,8.742088020499363
70670.37163626899,-0.03628556825778727,8.187346587769619
75751.26682055753,-0.02436032247467759,7.631243768598659
81197.45647374445,-0.04143452784491925,7.087749430226681
87035.20369399819,-0.01873089388835119,6.497884630887471
93292.65978307088,-0.07135320655733231,5.93878853511433
100000,-0.03570008600287689,5.357501762780058
